Movie Title,url,imdb_id,Release,Genres,Cast,Crew,Ratings,Votes,Plot,Popularity,Age of Content
Rockstar (2011),https://www.imdb.com/title/tt1839596,1839596,11 Nov 2011 (UK),"['Drama', 'Music', 'Romance']","['Ranbir Kapoor', 'Nargis Fakhri', 'Shammi Kapoor']","['Imtiaz Ali', 'Ondrej Beránek', 'A.R. Rahman', 'Anil Mehta', 'Aarti Bajaj', 'Mukesh Chhabra']",7.7,41709.0,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.::Eros International",4.445842857142857,10 years
Devdas (2002),https://www.imdb.com/title/tt0238936,238936,11 Jul 2002 (UK),"['Drama', 'Musical', 'Romance']","['Shah Rukh Khan', 'Aishwarya Rai Bachchan', 'Madhuri Dixit']","['Sanjay Leela Bhansali', 'Gajendra Mishra', 'Saratchandra Chatterjee', 'Ismail Darbar', 'Binod Pradhan', 'Bela Segal', 'Suguna Sundaram']",7.6,40237.0,"After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.::trinitrotoluene",4.374814285714286,19 years
Uri: The Surgical Strike,https://www.imdb.com/title/tt8291224,8291224,11 Jan 2019 (Australia),"['Action', 'Drama', 'War']","['Vicky Kaushal', 'Paresh Rawal', 'Mohit Raina']","['Aditya Dhar', 'Alek Conic', 'Shashwat Sachdev', 'Mitesh Mirchandani', 'Shivkumar V. Panicker', 'Vicky Sidana']",8.3,49924.0,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.::Vivek",4.8632,2 years
Yeh Jawaani Hai Deewani,https://www.imdb.com/title/tt2178470,2178470,31 May 2013 (Netherlands),"['Drama', 'Musical', 'Romance']","['Ranbir Kapoor', 'Deepika Padukone', 'Aditya Roy Kapoor']","['Ayan Mukherjee', 'Parth Arora', 'Hussain Dalal', 'Pritam Chakraborty', 'Manikandan', 'Akiv Ali', 'Neelofar Hamid']",7.2,40970.0,"Kabir and Naina bond during a trekking trip. Before Naina can express herself, Kabir leaves India to pursue his career. They meet again years later, but he still cherishes his dreams more than bonds.",4.1852857142857145,8 years
Sultan (2016),https://www.imdb.com/title/tt4832640,4832640,06 Jul 2016 (Netherlands),"['Action', 'Drama', 'Sport']","['Kubbra Sait', 'Salman Khan', 'Anushka Sharma']","['Ali Abbas Zafar', 'Umair Ahmad', 'Julius Packiam', 'Artur Zurawski', 'Rameshwar S. Bhagat', 'Shanoo Sharma']",7.0,43087.0,"Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds.::Official Source",4.115528571428571,5 years
Pink (2016),https://www.imdb.com/title/tt5571734,5571734,16 Sep 2016 (United Arab Emirates),"['Crime', 'Drama', 'Thriller']","['Taapsee Pannu', 'Amitabh Bachchan', 'Kirti Kulhari']","['Aniruddha Roy Chowdhury', 'Ashutosh Goswami', 'Shoojit Sircar', 'Shantanu Moitra', 'Avik Mukhopadhyay', 'Bodhaditya Banerjee', 'Jogi Mallang']",8.1,42100.0,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",4.651428571428571,5 years
Dear Zindagi,https://www.imdb.com/title/tt5946128,5946128,25 Nov 2016 (Netherlands),"['Drama', 'Romance']","['Alia Bhatt', 'Shah Rukh Khan', 'Kunal Kapoor']","['Gauri Shinde', 'R. Balki', 'Amit Trivedi', 'Laxman Utekar', 'Hemanti Sarkar', 'Nandini Shrikent']",7.5,37852.0,"Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.::Official",4.290742857142857,5 years
Don (2006),https://www.imdb.com/title/tt0461936,461936,20 Oct 2006 (Netherlands),"['Action', 'Crime', 'Thriller']","['Shah Rukh Khan', 'Priyanka Chopra Jonas', 'Arjun Rampal']","['Farhan Akhtar', 'Salim Khan', 'Shankar Mahadevan', 'K.U. Mohanan', 'Neil Sadwelkar', 'Nandini Shrikent']",7.2,35703.0,"Vijay is recruited by a police officer to masquerade as his lookalike Don, the leader of an international gang of smugglers. Things go wrong when the officer is killed and Vijay is left to fend for himself.::Rohon. Nag",4.110042857142857,15 years
Happy New Year (2014),https://www.imdb.com/title/tt2461132,2461132,24 Oct 2014 (Netherlands),"['Action', 'Comedy', 'Crime', 'Music']","['Shah Rukh Khan', 'Deepika Padukone', 'Anupam Kher']","['Farah Khan', 'Karuna Badwal', 'Althea Kaushal', 'Vishal Dadlani', 'Manush Nandan', 'Tushar Parekh', 'Aadore Mukherjee']",5.0,35502.0,A gang of amateur dancers takes part in a dancing competition to avenge their personal vendetta.::Arth Joshi,3.0071714285714286,7 years
Black (2005),https://www.imdb.com/title/tt0375611,375611,04 Feb 2005 (Australia),['Drama'],"['Amitabh Bachchan', 'Rani Mukerji', 'Shernaz Patel']","['Sanjay Leela Bhansali', 'Monty Sharma', 'Ravi K. Chandran', 'Bela Segal', 'Amita Sehgal']",8.2,34117.0,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.::Q. Leo Rahman",4.587385714285714,16 years
English Vinglish,https://www.imdb.com/title/tt2181931,2181931,05 Oct 2012 (Netherlands),"['Comedy', 'Drama', 'Family']","['Sridevi', 'Adil Hussain', 'Mehdi Nebbou']","['Gauri Shinde', 'Anita Anand', 'Amit Trivedi', 'Laxman Utekar', 'Hemanti Sarkar', 'Rita Powers']",7.8,34883.0,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.::Paroma",4.398328571428571,9 years
Race 3,https://www.imdb.com/title/tt7431594,7431594,14 Jun 2018 (United Arab Emirates),"['Action', 'Crime', 'Thriller']","['Anil Kapoor', 'Salman Khan', 'Bobby Deol']","[""Remo D'Souza"", 'Chandru Bakhtiani', 'Shiraz Ahmed', 'Meet Bros', 'Ayananka Bose', 'Steven H. Bernard', 'Mukesh Chhabra']",1.9,44230.0,Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.::Prashast Singh,1.5818571428571429,3 years
Paan Singh Tomar ,https://www.imdb.com/title/tt1620933,1620933,02 Mar 2012 (India),"['Action', 'Biography', 'Crime', 'Sport', 'Thriller']","['Irrfan Khan', 'Mahie Gill', 'Rajesh Abhay']","['Tigmanshu Dhulia', 'Usha Balram', 'Sanjay Chauhan', 'Abhishek Ray', 'Aseem Mishra', 'Aarti Bajaj']",8.2,34792.0,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.::Akshay",4.597028571428571,9 years
Main Hoon Na,https://www.imdb.com/title/tt0347473,347473,03 Sep 2004 (Netherlands),"['Action', 'Comedy', 'Drama', 'Musical', 'Romance', 'Thriller']","['Shah Rukh Khan', 'Sushmita Sen', 'Sunil Shetty']","['Farah Khan', 'Sanjiv Chawla', 'Ranjit Barot', 'Manikandan', 'Shirish Kunder', 'Vishal Punjabi']",7.0,33783.0,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.::L. Hamre",3.982614285714286,17 years
Dilwale (2015),https://www.imdb.com/title/tt4535650,4535650,18 Dec 2015 (Netherlands),"['Action', 'Comedy', 'Drama', 'Romance']","['Shah Rukh Khan', 'Kajol', 'Varun Dhawan']","['Rohit Shetty', 'Elisabeth Agnarsdottir', 'Yunus Sajawal', 'Pritam Chakraborty', 'Dudley']",5.1,33018.0,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.::Arth Joshi",3.021685714285714,6 years
M.S. Dhoni: The Untold Story,https://www.imdb.com/title/tt4169250,4169250,29 Sep 2016 (Kuwait),"['Biography', 'Drama', 'Sport']","['Sushant Singh Rajput', 'Kiara Advani', 'Anupam Kher']","['Neeraj Pandey', 'Shahin Ezaz', 'Sanjoy Chowdhury', 'Sudhir Palsane', 'Shree Narayan Singh', 'Amit R Kumar']",7.9,46472.0,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.::Utsav Shah,4.613885714285715,5 years
Fanaa (2006),https://www.imdb.com/title/tt0439662,439662,26 May 2006 (United Arab Emirates),"['Action', 'Drama', 'Romance', 'Thriller']","['Aamir Khan', 'Kajol', 'Rishi Kapoor']","['Kunal Kohli', 'Padam Bhushan', 'Shibani Bathija', 'DJ Aqeel', 'Ravi K. Chandran', 'Ritesh Soni']",7.2,31863.0,A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends' warnings. It's her time to discover life. Is she making the right love choice?::Official Source,4.055185714285715,15 years
Bajirao Mastani,https://www.imdb.com/title/tt3735246,3735246,18 Dec 2015 (Netherlands),"['Action', 'Drama', 'History', 'Romance', 'War']","['Ranveer Singh', 'Deepika Padukone', 'Priyanka Chopra Jonas']","['Sanjay Leela Bhansali', 'Nagnath S. Inamdar', 'Sanchit Balhara', 'Sudeep Chatterjee', 'Rajesh Pandey', 'Shruti Mahajan']",7.2,32736.0,"An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.::fan",4.067657142857143,6 years
Jodhaa Akbar,https://www.imdb.com/title/tt0449994,449994,15 Feb 2008 (Netherlands),"['Action', 'Drama', 'History', 'Romance', 'War']","['Hrithik Roshan', 'Aishwarya Rai Bachchan', 'Sonu Sood']","['Ashutosh Gowariker', ""Lawrence D'Souza"", 'Haidar Ali', 'A.R. Rahman', 'Kiran Deohans', 'Ballu Saluja']",7.6,31251.0,"A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.::Anonymous",4.246442857142857,13 years
Raanjhanaa,https://www.imdb.com/title/tt2359810,2359810,21 Jun 2013 (Netherlands),"['Drama', 'Romance']","['Dhanush', 'Sonam Kapoor', 'Mohd. Zeeshan Ayyub']","['Aanand L. Rai', 'Krishika Lulla', 'Himanshu Sharma', 'A.R. Rahman', 'Vishal Sinha', 'Hemal Kothari', 'Girdhar Swami']",7.6,30855.0,"Kundan, the son of a Hindu pundit, discovers that his childhood sweetheart Zoya loves city-bred Akram and wants to marry him. However, he persistently seeks to win her heart.",4.240785714285714,8 years
Ek Tha Tiger,https://www.imdb.com/title/tt2016894,2016894,16 Aug 2012 (Netherlands),"['Action', 'Romance', 'Thriller']","['Salman Khan', 'Katrina Kaif', 'Girish Karnad']","['Kabir Khan', 'Aditya Chopra', 'Sajid-Wajid', 'Aseem Mishra', 'Rameshwar S. Bhagat', 'Shanoo Sharma']",5.5,32607.0,India's top spy Tiger and his love Zoya battle the dark world of intelligence and espionage that forbids its soldiers from loving the enemy.::Official Source,3.215814285714286,9 years
Talvar ,https://www.imdb.com/title/tt4934950,4934950,01 Oct 2015 (Kuwait),"['Crime', 'Drama', 'Mystery', 'Thriller']","['Irrfan Khan', 'Konkona Sen Sharma', 'Neeraj Kabi']","['Meghna Gulzar', 'Vishesh Agrawal', 'Vishal Bhardwaj', 'Pankaj Kumar', 'A. Sreekar Prasad', 'Honey Trehan']",8.2,33133.0,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,4.573328571428571,6 years
Dabangg,https://www.imdb.com/title/tt1620719,1620719,10 Sep 2010 (Ireland),"['Action', 'Comedy', 'Crime']","['Salman Khan', 'Sonakshi Sinha', 'Sonu Sood']","['Abhinav Kashyap', 'Malaika Arora', 'Dilip Shukla', 'Sajid Ali', 'Mahesh Limaye', 'Pranav Dhiwar']",6.2,31013.0,"A corrupt police officer faces challenges from his family, gangsters and politicians.::rAjOo (gunwanti@hotmail.com)",3.5430428571428574,11 years
Piku,https://www.imdb.com/title/tt3767372,3767372,07 May 2015 (Kuwait),"['Comedy', 'Drama']","['Deepika Padukone', 'Amitabh Bachchan', 'Irrfan Khan']","['Shoojit Sircar', 'Pranjal Khandhdiya', 'Juhi Chaturvedi', 'Anupam Roy', 'Kamaljeet Negi', 'Chandrashekhar Prajapati', 'Arman Khan Achakzai']",7.6,30403.0,"A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy.::Kiran Mascarenhas",4.234328571428572,6 years
Wake Up Sid,https://www.imdb.com/title/tt1324059,1324059,02 Oct 2009 (Netherlands),"['Comedy', 'Drama', 'Romance']","['Ranbir Kapoor', 'Konkona Sen Sharma', 'Supriya Pathak']","['Ayan Mukherjee', 'Hiroo Johar', 'Shankar Mahadevan', 'Anil Mehta', 'Shan Mohammed', 'Nandini Shrikent']",7.6,29803.0,"The story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.",4.225757142857143,12 years
Mohabbatein,https://www.imdb.com/title/tt0213890,213890,27 Oct 2000 (India),"['Musical', 'Drama', 'Romance']","['Amitabh Bachchan', 'Shah Rukh Khan', 'Uday Chopra']","['Aditya Chopra', 'Jatin Pandit', 'Manmohan Singh', 'V.V. Karnik']",7.1,28479.0,"A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples.::Official Source",3.956842857142857,21 years
Delhi Belly ,https://www.imdb.com/title/tt1934231,1934231,30 Jun 2011 (Kuwait),"['Action', 'Comedy', 'Crime']","['Imran Khan', 'Vir Das', 'Kunaal Roy Kapur']","['Abhinay Deo', 'Jim Furgele', 'Mr. Moris', 'Ram Sampath', 'Jason West', 'Huzefa Lokhandwala', 'Aadore Mukherjee']",7.6,28872.0,Three struggling room-mates unknowingly become potential prey of a ruthless gangster.::rAjOo (gunwanti@hotmail.com),4.212457142857143,10 years
Dil Se..,https://www.imdb.com/title/tt0164538,164538,21 Aug 1998 (India),"['Drama', 'Romance']","['Shah Rukh Khan', 'Manisha Koirala', 'Preity Zinta']","['Mani Ratnam', 'Shekhar Kapur', 'A.R. Rahman', 'Santosh Sivan', 'Suresh Urs']",7.6,27767.0,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,4.196671428571428,23 years
Kai Po Che!,https://www.imdb.com/title/tt2213054,2213054,22 Feb 2013 (UK),"['Drama', 'Sport']","['Sushant Singh Rajput', 'Rajkummar Rao', 'Amit Sadh']","['Abhishek Kapoor', 'Rakesh Bhagwani', 'Chetan Bhagat', 'Amit Trivedi', 'Anay Goswami', 'Deepa Bhatia', 'Mukesh Chhabra']",7.8,35124.0,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.::Anonymous,4.401771428571428,8 years
Aashiqui 2,https://www.imdb.com/title/tt2203308,2203308,25 Apr 2013 (Kuwait),"['Drama', 'Music', 'Musical', 'Romance']","['Aditya Roy Kapoor', 'Shraddha Kapoor', 'Shaad Randhawa']","['Mohit Suri', 'Aleem Allie', 'Shagufta Rafique', 'Jeet Gannguli', 'Vishnu Rao', 'Devendra Murdeshwar']",7.0,27959.0,Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star.::alex.mjack@gmail.com,3.8994142857142857,8 years
Padmaavat,https://www.imdb.com/title/tt5935704,5935704,25 Jan 2018 (Netherlands),"['Drama', 'History', 'Romance', 'War']","['Deepika Padukone', 'Ranveer Singh', 'Shahid Kapoor']","['Sanjay Leela Bhansali', 'Ajit Andhare', 'Prakash Kapadia', 'Ankit Balhara', 'Sudeep Chatterjee', 'Rajesh Pandey', 'Shruti Mahajan']",7.0,29357.0,"Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.::Official",3.9193857142857143,3 years
Tanu Weds Manu: Returns,https://www.imdb.com/title/tt2140465,2140465,21 May 2015 (Kuwait),"['Comedy', 'Drama', 'Romance']","['Kangana Ranaut', 'Madhavan', 'Jimmy Sheirgill']","['Aanand L. Rai', 'Michael Arakkal', 'Himanshu Sharma', 'RDB', 'Chirantan Das', 'Hemal Kothari', 'Arman Khan Achakzai']",7.6,27330.0,Tanu and Manu's marriage collapses. What happens when Manu meets Tanu's lookalike Kusum - and when Tanu returns?,4.190428571428571,6 years
Baazigar,https://www.imdb.com/title/tt0106333,106333,12 Nov 1993 (India),"['Crime', 'Drama', 'Musical', 'Romance', 'Thriller']","['Shah Rukh Khan', 'Kajol', 'Dalip Tahil']","['Abbas Alibhai Burmawalla', 'Ganesh Jain', 'Robin Bhatt', 'Anu Malik', 'Thomas A. Xavier', 'Hussain A. Burmawala']",7.7,27009.0,"A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive.::yrMDb",4.235842857142857,28 years
Highway (2014),https://www.imdb.com/title/tt2980794,2980794,20 Feb 2014 (Kuwait),"['Crime', 'Drama', 'Romance']","['Alia Bhatt', 'Randeep Hooda', 'Durgesh Kumar']","['Imtiaz Ali', 'A.R. Rahman', 'Anil Mehta', 'Aarti Bajaj', 'Mukesh Chhabra']",7.6,27648.0,"Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.::Anonymous",4.194971428571429,7 years
Udta Punjab,https://www.imdb.com/title/tt4434004,4434004,17 Jun 2016 (Netherlands),"['Action', 'Crime', 'Drama']","['Shahid Kapoor', 'Alia Bhatt', 'Kareena Kapoor']","['Abhishek Chaubey', 'Sankalp Acharekar', 'Sudip Sharma', 'Naren Chandavarkar', 'Rajeev Ravi', 'Meghna Manchanda Sen', 'Honey Trehan']",7.8,28653.0,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,4.309328571428571,5 years
Anand (1971),https://www.imdb.com/title/tt0066763,66763,12 Mar 1971 (India),"['Drama', 'Musical']","['Rajesh Khanna', 'Amitabh Bachchan', 'Sumita Sanyal']","['Hrishikesh Mukherjee', 'Salil Choudhury', 'Jaywant Pathare']",8.2,32685.0,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.::Q. Leo Rahman",4.566928571428571,50 years
Holiday: A Soldier Is Never Off Duty,https://www.imdb.com/title/tt2556308,2556308,06 Jun 2014 (Netherlands),"['Action', 'Thriller']","['Akshay Kumar', 'Sonakshi Sinha', 'Freddy Daruwala']","['A.R. Murugadoss', 'Aruna Bhatia', 'Pritam Chakraborty', 'Nataraja Subramanian', 'Amitabh Shukla', 'Honey Trehan']",7.2,26758.0,"A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command.",3.9822571428571427,7 years
Sarfarosh,https://www.imdb.com/title/tt0200087,200087,30 Apr 1999 (India),"['Action', 'Drama']","['Aamir Khan', 'Naseeruddin Shah', 'Sonali Bendre']","['John Mathew Matthan', 'Hriday Lani', 'Sanjoy Chowdhury', 'Vikas Sivaraman', 'Jeethu Mandal']",8.1,24846.0,"After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.::Anonymous",4.404942857142857,22 years
Kaabil,https://www.imdb.com/title/tt5460276,5460276,25 Jan 2017 (United Arab Emirates),"['Action', 'Crime', 'Drama', 'Thriller']","['Hrithik Roshan', 'Yami Gautam', 'Ronit Roy']","['Sanjay Gupta', 'Ronak Motla', 'Sanjay Masoomm', 'Salim Merchant', 'Ayananka Bose', 'Akiv Ali', 'Mukesh Chhabra']",7.1,25499.0,A blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.::dash,3.9142714285714284,4 years
Stree (2018),https://www.imdb.com/title/tt8108202,8108202,21 Jun 2019 (Netherlands),"['Comedy', 'Horror']","['Rajkummar Rao', 'Shraddha Kapoor', 'Pankaj Tripathi']","['Amar Kaushik', 'Zaid Ali', 'Raj Nidimoru', 'Sachin Sanghvi', 'Amalendu Chaudhary', 'Hemanti Sarkar', 'Shiv Chauhan']",7.6,31088.0,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.::Soumitra",4.244114285714286,2 years
